ID,x,y,Ag,Au,Pd,Pt,Resistance
322,18000,36000,0.20920000000000002,0.09880000000000001,0.2422,0.4498,1.0457034
323,22500,36000,0.1974,0.0922,0.2751,0.4353,1.0537613
324,27000,36000,0.1826,0.0833,0.2979,0.4362,1.0669499
325,-22500,40500,0.35872825434913014,0.1287742451509698,0.07878424315136971,0.4337132573485303,0.913584337
326,-18000,40500,0.3397,0.1226,0.0958,0.44189999999999996,0.935021573
327,-13500,40500,0.3237,0.1158,0.1184,0.4421,0.957722503
328,-9000,40500,0.29960000000000003,0.1165,0.1234,0.46049999999999996,0.980041933
329,-4500,40500,0.28300000000000003,0.1144,0.1393,0.4633,0.998488293
330,0,40500,0.2747,0.10339999999999999,0.1492,0.4727,1.014876867
331,4500,40500,0.2538253825382538,0.10241024102410241,0.1697169716971697,0.4740474047404741,1.0292768
332,9000,40500,0.2468246824682468,0.0965096509650965,0.1851185118511851,0.4715471547154715,1.041562033
333,13500,40500,0.2234,0.0859,0.2113,0.4794,1.051920133
334,18000,40500,0.204,0.0894,0.2327,0.4739,1.063734567
335,22500,40500,0.18961896189618963,0.07870787078707871,0.2522252225222522,0.47944794479447944,1.082744933
336,-13500,45000,0.3316331633163316,0.1023102310231023,0.0997099709970997,0.4663466346634663,0.994214723
337,-9000,45000,0.3034,0.1048,0.1159,0.47590000000000005,1.008962567
338,-4500,45000,0.2919,0.1012,0.12279999999999999,0.4841,1.0228795
339,0,45000,0.26292629262926287,0.096009600960096,0.1403140314031403,0.5007500750075007,1.0365873
340,4500,45000,0.24609999999999999,0.0898,0.1672,0.49689999999999995,1.0502007
341,9000,45000,0.2353,0.0906,0.1797,0.49439999999999995,1.063767833
342,13500,45000,0.2205,0.07690000000000001,0.19829999999999998,0.5043,1.085395133
