ID,x,y,Au,Pd,Pt,Rh,Resistance
309,22500,31500,0.2943,0.4103,0.2057,0.0897,0.7933198466666667
310,27000,31500,0.2973,0.4294,0.19269999999999998,0.0806,0.7792189233333333
311,31500,31500,0.30873087308730873,0.4382438243824382,0.1776177617761776,0.0754075407540754,0.7906583466666667
312,-27000,36000,0.1495,0.2488,0.3833,0.2184,0.9385102966666669
313,-22500,36000,0.1623162316231623,0.25922592259225924,0.36373637363736366,0.21472147214721468,0.9229038833333332
314,-18000,36000,0.172,0.2807,0.35609999999999997,0.1912,0.9109169166666666
315,-13500,36000,0.1845,0.30670000000000003,0.33640000000000003,0.1724,0.89899239
316,-9000,36000,0.193980601939806,0.32496750324967505,0.31826817318268175,0.16278372162783725,0.8868635566666666
317,-4500,36000,0.20980000000000001,0.33759999999999996,0.3031,0.1495,0.8736036699999999
318,0,36000,0.21789999999999998,0.3539,0.2895,0.1387,0.8582237833333333
319,4500,36000,0.2284,0.3686,0.2836,0.11939999999999999,0.8425823066666667
320,9000,36000,0.2395760423957604,0.38966103389661033,0.2706729327067293,0.10008999100089991,0.8287724
321,13500,36000,0.2536,0.39270000000000005,0.2489,0.1048,0.8135163333333334
322,18000,36000,0.26042604260426044,0.41514151415141515,0.23162316231623165,0.0928092809280928,0.79772256
323,22500,36000,0.27232723272327236,0.4227422742274228,0.2208220822082208,0.08410841084108411,0.7838856399999999
324,27000,36000,0.2798,0.433,0.2065,0.08070000000000001,0.77535891
325,-22500,40500,0.1545,0.2748,0.3837,0.187,0.9176542333333334
326,-18000,40500,0.1586,0.2854,0.3703,0.1857,0.9011625933333334
327,-13500,40500,0.1699,0.3118,0.35450000000000004,0.1638,0.887972
328,-9000,40500,0.18600000000000005,0.3215,0.3351,0.1574,0.87412558
329,-4500,40500,0.1928807119288071,0.34626537346265374,0.32476752324767516,0.1360863913608639,0.8602454766666666
330,0,40500,0.20042004200420038,0.366036603660366,0.3114311431143114,0.1221122112211221,0.8452938866666667
331,4500,40500,0.21597840215978403,0.37736226377362264,0.294970502949705,0.1116888311168883,0.8298908399999999
332,9000,40500,0.22469999999999998,0.39399999999999996,0.2801,0.1012,0.81569092
333,13500,40500,0.22867713228677133,0.4069593040695931,0.2621737826217378,0.10218978102189781,0.80122396
334,18000,40500,0.2439,0.42090000000000005,0.2444,0.0908,0.78914642
335,22500,40500,0.2563,0.4396,0.2288,0.0753,0.7842091366666666
336,-13500,45000,0.16,0.3161,0.3691,0.1548,0.8837046733333334
337,-9000,45000,0.16968303169683033,0.33686631336866313,0.35076492350764926,0.1426857314268573,0.8653728133333334
338,-4500,45000,0.17718228177182282,0.35206479352064796,0.34146585341465857,0.12928707129287073,0.85010891
339,0,45000,0.1864186418641864,0.3679367936793679,0.32633263326332634,0.1193119311931193,0.83508805
340,4500,45000,0.1966,0.38689999999999997,0.3072,0.1093,0.82134569
341,9000,45000,0.215,0.3979,0.2876,0.09949999999999999,0.8094402733333333
342,13500,45000,0.2155,0.41700000000000004,0.2735,0.094,0.80350308
